botid, date, time, press, chl, 
#, mmddyy, hhmmss, dbar, ug/l, 
0640200508, 073095, 081245,  160.7,   0.05,
0640200507, 073095, 081110,  174.3,   0.02,
0640201324, 073195, 120909,    4.0,   0.06,
0640201321, 073195, 120739,   24.6,   0.06,
0640201320, 073195, 120735,   24.6,   0.06,
0640201319, 073195, 120623,   33.9,   0.08,
0640201318, 073195, 120507,   44.2,   0.09,
0640201317, 073195, 120346,   73.8,   0.15,
0640201316, 073195, 120245,   85.2,   0.19,
0640201315, 073195, 120148,   94.8,   0.32,
0640201314, 073195, 120033,  103.9,   0.21,
0640201312, 073195, 115815,  114.0,   0.15,
0640201311, 073195, 115706,  124.3,   0.10,
0640201310, 073195, 115531,  150.6,   0.03,
0640201309, 073195, 115401,  175.1,   0.01,
0640210008, 073095, -00009,    5.0,   0.05,
0640210007, 073095, -00009,   25.0,   0.05,
0640210006, 073095, -00009,   45.0,   0.10,
0640210005, 073095, -00009,   75.0,   0.17,
0640210004, 073095, -00009,  100.0,   0.27,
0640210003, 073095, -00009,  125.0,   0.12,
0640210002, 073095, -00009,  150.0,   0.04,
0640210001, 073095, -00009,  175.0,   0.07,
0650200423, 082895, 073257,    4.7,   0.05,
0650200422, 082895, 073155,   14.3,   0.06,
0650200420, 082895, 073055,   25.0,   0.05,
0650200419, 082895, 073001,   44.3,   0.08,
0650200418, 082895, 072909,   60.3,   0.11,
0650200417, 082895, 072757,   74.4,   0.15,
0650200416, 082895, 072658,   84.3,   0.15,
0650200414, 082895, 072458,   94.7,   0.15,
0650200412, 082895, 072300,  105.2,   0.17,
0650200411, 082895, 072154,  114.8,   0.19,
0650200410, 082895, 072100,  124.8,   0.15,
0650200409, 082895, 072010,  135.4,   0.13,
0650200408, 082895, 071859,  149.6,   0.05,
0650200407, 082895, 071759,  160.0,   0.03,
0650200406, 082895, 071658,  173.3,   0.01,
0650201313, 082995, 102648,    4.7,   0.06,
0650201312, 082995, 102532,   24.8,   0.06,
0650201311, 082995, 102423,   44.1,   0.07,
0650201309, 082995, 102207,   74.4,   0.14,
0650201307, 082995, 101954,   99.3,   0.22,
0650201306, 082995, 101844,  119.2,   0.16,
0650201305, 082995, 101707,  150.2,   0.02,
0650201304, 082995, 101533,  175.7,   0.01,
0650210008, 082995, -00009,    5.0,   0.07,
0650210007, 082995, -00009,   25.0,   0.06,
0650210006, 082995, -00009,   45.0,   0.07,
0650210004, 082995, -00009,  100.0,   0.22,
0650210003, 082995, -00009,  125.0,   0.11,
0650210002, 082995, -00009,  150.0,   0.02,
0660200324, 092795, 010737,    4.4,   0.06,
0660200323, 092795, 010621,   27.4,   0.08,
0660200322, 092795, 010525,   42.5,   0.12,
0660200321, 092795, 010436,   49.0,   0.13,
0660200320, 092795, 010314,   70.2,   0.19,
0660200319, 092795, 010130,   87.6,   0.21,
0660200318, 092795, 010003,  110.5,   0.12,
0660200317, 092795, 005740,  196.6,   0.00,
0660200424, 092795, 041116,    4.8,   0.06,
0660200423, 092795, 040958,   14.7,   0.08,
0660200422, 092795, 040904,   24.5,   0.06,
0660200421, 092795, 040807,   44.3,   0.09,
0660200420, 092795, 040706,   73.9,   0.14,
0660200419, 092795, 040601,   99.5,   0.21,
0660200418, 092795, 040455,  124.8,   0.19,
0660200417, 092795, 040311,  173.6,   0.04,
0660200522, 092795, 070151,    5.0,   0.05,
0660200521, 092795, 070049,   14.1,   0.06,
0660200519, 092795, 065939,   24.8,   0.06,
0660200518, 092795, 065849,   35.0,   0.05,
0660200517, 092795, 065800,   45.5,   0.07,
0660200516, 092795, 065649,   60.4,   0.09,
0660200515, 092795, 065545,   74.5,   0.12,
0660200514, 092795, 065455,   85.0,   0.14,
0660200513, 092795, 065356,   93.9,   0.19,
0660200512, 092795, 065311,  104.1,   0.19,
0660200511, 092795, 065209,  114.4,   0.22,
0660200510, 092795, 065114,  124.0,   0.18,
0660200509, 092795, 065021,  134.1,   0.15,
0660200508, 092795, 064910,  149.1,   0.10,
0660200507, 092795, 064810,  160.5,   0.05,
0660200506, 092795, 064703,  174.4,   0.04,
0660200614, 092795, 100025,    5.2,   0.06,
0660200613, 092795, 095924,   14.9,   0.05,
0660200612, 092795, 095832,   24.5,   0.06,
0660200611, 092795, 095718,   44.9,   0.09,
0660200610, 092795, 095549,   74.7,   0.18,
0660200609, 092795, 095432,  100.2,   0.20,
0660200608, 092795, 095251,  125.6,   0.06,
0660200607, 092795, 095136,  150.1,   0.03,
0660200716, 092795, 133012,    2.5,   0.06,
0660200715, 092795, 132913,    9.9,   0.06,
0660200713, 092795, 132733,   19.7,   0.06,
0660200712, 092795, 132629,   29.7,   0.07,
0660200711, 092795, 132527,   38.8,   0.07,
0660200710, 092795, 132425,   48.8,   0.11,
0660200709, 092795, 132324,   59.7,   0.13,
0660200708, 092795, 132218,   69.5,   0.16,
0660200707, 092795, 132113,   80.1,   0.19,
0660200706, 092795, 132006,   89.4,   0.20,
0660200705, 092795, 131822,  123.8,   0.05,
0660200704, 092795, 131701,  149.8,   0.02,
0660200824, 092795, 162928,    4.3,   0.06,
0660200822, 092795, 162738,   13.8,   0.08,
0660200820, 092795, 162558,   24.3,   0.06,
0660200816, 092795, 162241,   44.8,   0.07,
0660200812, 092795, 161848,   75.8,   0.05,
0660200809, 092795, 161541,  105.0,   0.20,
0660200807, 092795, 161354,  125.6,   0.17,
0660200806, 092795, 161245,  150.7,   0.03,
0660200923, 092795, 190700,    4.4,   0.08,
0660200921, 092795, 190453,   25.2,   0.13,
0660200920, 092795, 190335,   44.3,   0.08,
0660200919, 092795, 190202,   75.2,   0.08,
0660200915, 092795, 185846,   99.2,   0.18,
0660200912, 092795, 185527,  124.4,   0.23,
0660200908, 092795, 185201,  149.2,   0.13,
0660200905, 092795, 184839,  175.8,   0.02,
0660201020, 092795, 215206,    4.2,   0.08,
0660201018, 092795, 215045,   24.8,   0.07,
0660201017, 092795, 214934,   45.2,   0.09,
0660201016, 092795, 214817,   74.0,   0.17,
0660201014, 092795, 214644,  100.0,   0.22,
0660201013, 092795, 214525,  124.6,   0.13,
0660201011, 092795, 214356,  149.4,   0.02,
0660201009, 092795, 214231,  174.5,   0.01,
0660201124, 092895, 011258,    4.2,   0.07,
0660201122, 092895, 011118,   14.6,   0.07,
0660201120, 092895, 010920,   24.7,   0.08,
0660201116, 092895, 010541,   44.3,   0.13,
0660201112, 092895, 010134,   75.0,   0.22,
0660201109, 092895, 005815,  104.5,   0.13,
0660201107, 092895, 005602,  124.1,   0.05,
0660201106, 092895, 005437,  149.4,   0.02,
0660201218, 092895, 040350,    5.2,   0.06,
0660201216, 092895, 040058,   24.3,   0.07,
0660201215, 092895, 035944,   43.3,   0.08,
0660201214, 092895, 035820,   73.8,   0.15,
0660201213, 092895, 035653,   98.8,   0.22,
0660201212, 092895, 035530,  125.4,   0.11,
0660201211, 092895, 035409,  150.9,   0.05,
0660201210, 092895, 035245,  174.3,   0.02,
0660201418, 092895, 100216,    4.9,   0.06,
0660201417, 092895, 100058,   16.0,   0.06,
0660201416, 092895, 100010,   24.8,   0.06,
0660201415, 092895, 095904,   34.9,   0.07,
0660201414, 092895, 095806,   44.2,   0.07,
0660201413, 092895, 095714,   54.7,   0.08,
0660201412, 092895, 095624,   64.5,   0.09,
0660201411, 092895, 095526,   74.6,   0.13,
0660201410, 092895, 095416,   94.1,   0.19,
0660201409, 092895, 095332,   99.3,   0.20,
0660201408, 092895, 095232,  110.7,   0.15,
0660201407, 092895, 095125,  124.9,   0.07,
0660201406, 092895, 095009,  149.7,   0.04,
0660201405, 092895, 094839,  174.3,   0.01,
0660210008, 092795, -00009,    5.0,   0.06,
0660210007, 092795, -00009,   25.0,   0.07,
0660210006, 092795, -00009,   45.0,   0.12,
0660210005, 092795, -00009,   75.0,   0.21,
0660210004, 092795, -00009,  100.0,   0.08,
0660210003, 092795, -00009,  125.0,   0.03,
0660210002, 092795, -00009,  150.0,   0.04,
0660210001, 092795, -00009,  175.0,   0.01,
0670200316, 102695, 205029,    5.1,   0.07,
0670200315, 102695, 204918,   25.0,   0.07,
0670200314, 102695, 204814,   44.7,   0.08,
0670200313, 102695, 204657,   75.3,   0.18,
0670200311, 102695, 204448,   99.5,   0.21,
0670200308, 102695, 204152,  124.5,   0.09,
0670200307, 102695, 204041,  149.3,   0.04,
0670200306, 102695, 203931,  174.5,   0.02,
0670200416, 102695, 235552,    4.6,   0.07,
0670200415, 102695, 235426,   24.5,   0.07,
0670200414, 102695, 235303,   44.8,   0.09,
0670200411, 102695, 234855,   99.4,   0.15,
0670200408, 102695, 234533,  124.4,   0.05,
0670200407, 102695, 234416,  149.6,   0.02,
0670200406, 102695, 234256,  174.7,   0.01,
0670200524, 102795, 030925,    4.4,   0.07,
0670200523, 102795, 030814,   24.9,   0.07,
0670200522, 102795, 030708,   44.7,   0.07,
0670200521, 102795, 030544,   74.8,   0.12,
0670200520, 102795, 030433,  100.3,   0.20,
0670200519, 102795, 030326,  123.7,   0.20,
0670200517, 102795, 030126,  150.7,   0.07,
0670200516, 102795, 025941,  174.8,   0.04,
0670200622, 102795, 060603,    4.6,   0.07,
0670200620, 102795, 060458,   13.6,   0.06,
0670200618, 102795, 060354,   24.4,   0.06,
0670200617, 102795, 060244,   44.3,   0.06,
0670200616, 102795, 060053,   59.4,   0.06,
0670200615, 102795, 055948,   75.0,   0.08,
0670200614, 102795, 055845,   84.9,   0.12,
0670200612, 102795, 055651,  104.1,   0.19,
0670200611, 102795, 055549,  114.9,   0.19,
0670200610, 102795, 055453,  124.8,   0.21,
0670200609, 102795, 055349,  134.7,   0.14,
0670200607, 102795, 055157,  158.3,   0.06,
0670200606, 102795, 055045,  174.3,   0.04,
0670200605, 102795, 054953,  185.0,   0.02,
0670200604, 102795, 054849,  199.6,   0.01,
0670200717, 102795, 091016,    9.9,   0.07,
0670200715, 102795, 090800,   19.8,   0.06,
0670200713, 102795, 090534,   39.5,   0.06,
0670200710, 102795, 090214,   69.7,   0.09,
0670200707, 102795, 085906,   99.8,   0.18,
0670200706, 102795, 085806,  110.0,   0.18,
0670200705, 102795, 085618,  140.1,   0.12,
0670200704, 102795, 085444,  174.5,   0.02,
0670200811, 102795, 120303,    4.8,   0.08,
0670200810, 102795, 120133,   24.5,   0.07,
0670200809, 102795, 115956,   45.2,   0.13,
0670200807, 102795, 115613,  100.5,   0.16,
0670200806, 102795, 115424,  124.6,   0.12,
0670200805, 102795, 115239,  150.3,   0.05,
0670200804, 102795, 115040,  175.7,   0.03,
0670200920, 102795, 145421,    4.8,   0.07,
0670200918, 102795, 145237,   25.0,   0.07,
0670200917, 102795, 145127,   44.6,   0.09,
0670200916, 102795, 145014,   74.1,   0.13,
0670200914, 102795, 144820,   99.8,   0.17,
0670200913, 102795, 144714,  119.9,   0.19,
0670200910, 102795, 144442,  149.5,   0.08,
0670200908, 102795, 144256,  169.8,   0.05,
0670201014, 102795, 174816,    5.3,   0.08,
0670201013, 102795, 174701,   24.8,   0.08,
0670201012, 102795, 174602,   44.5,   0.08,
0670201011, 102795, 174454,   74.6,   0.10,
0670201010, 102795, 174334,   99.8,   0.17,
0670201008, 102795, 174152,  124.9,   0.29,
0670201006, 102795, 174001,  148.8,   0.11,
0670201005, 102795, 173842,  175.7,   0.05,
0670201119, 102795, 205453,    5.1,   0.07,
0670201117, 102795, 205255,   24.6,   0.08,
0670201115, 102795, 205136,   44.7,   0.09,
0670201113, 102795, 204859,   75.2,   0.16,
0670201111, 102795, 204731,  100.2,   0.23,
0670201109, 102795, 204612,  125.5,   0.11,
0670201107, 102795, 204430,  150.3,   0.04,
0670201106, 102795, 204309,  173.0,   0.02,
0670201224, 102895, 000309,    5.2,   0.07,
0670201220, 102795, 235954,   25.3,   0.08,
0670201216, 102795, 235615,   44.9,   0.12,
0670201212, 102795, 235224,   74.8,   0.18,
0670201210, 102795, 235017,   94.3,   0.18,
0670201207, 102795, 234713,  125.6,   0.05,
0670201206, 102795, 234605,  149.5,   0.02,
0670201205, 102795, 234451,  174.6,   0.01,
0670201314, 102895, 025734,    3.4,   0.07,
0670201313, 102895, 025604,   25.1,   0.08,
0670201312, 102895, 025450,   44.2,   0.07,
0670201311, 102895, 025314,   74.5,   0.15,
0670201310, 102895, 025126,  100.0,   0.20,
0670201309, 102895, 025000,  124.5,   0.17,
0670201308, 102895, 024823,  150.2,   0.05,
0670201307, 102895, 024630,  174.2,   0.02,
0670201413, 102895, 055909,    4.9,   0.07,
0670201412, 102895, 055751,   24.5,   0.07,
0670201411, 102895, 055643,   45.0,   0.08,
0670201410, 102895, 055524,   74.6,   0.09,
0670201409, 102895, 055402,   99.7,   0.17,
0670201408, 102895, 055230,  125.6,   0.19,
0670201407, 102895, 055112,  148.6,   0.12,
0670201406, 102895, 054938,  173.7,   0.04,
0670210008, 102795, -00009,    5.0,   0.07,
0670210007, 102795, -00009,   25.0,   0.07,
0670210006, 102795, -00009,   45.0,   0.08,
0670210005, 102795, -00009,   75.0,   0.09,
0670210004, 102795, -00009,  100.0,   0.18,
0670210003, 102795, -00009,  125.0,   0.10,
0670210002, 102795, -00009,  150.0,   0.05,
0670210001, 102795, -00009,  175.0,   0.03,
0680200319, 111695, 205113,    4.3,   0.11,
0680200315, 111695, 204837,   25.1,   0.11,
0680200313, 111695, 204738,   44.8,   0.11,
0680200312, 111695, 204638,   74.5,   0.17,
0680200309, 111695, 204441,   99.3,   0.26,
0680200307, 111695, 204252,  124.6,   0.09,
0680200306, 111695, 204148,  149.9,   0.05,
0680200305, 111695, 204043,  175.7,   0.01,
0680200419, 111695, 235606,    5.1,   0.11,
0680200415, 111695, 235311,   25.2,   0.11,
0680200413, 111695, 235153,   44.6,   0.17,
0680200412, 111695, 235013,   74.5,   0.19,
0680200409, 111695, 234759,   99.3,   0.22,
0680200407, 111695, 234603,  124.7,   0.08,
0680200406, 111695, 234451,  150.1,   0.04,
0680200405, 111695, 234340,  174.1,   0.01,
0680200523, 111795, 030510,    4.7,   0.10,
0680200522, 111795, 030413,   25.5,   0.10,
0680200521, 111795, 030310,   44.6,   0.12,
0680200520, 111795, 030157,   74.3,   0.21,
0680200519, 111795, 030053,  100.8,   0.22,
0680200518, 111795, 025946,  124.9,   0.08,
0680200517, 111795, 025836,  149.6,   0.02,
0680200516, 111795, 025733,  174.5,   0.01,
0680200622, 111795, 060149,    5.0,   0.08,
0680200621, 111795, 060036,   14.1,   0.09,
0680200619, 111795, 055913,   24.0,   0.09,
0680200618, 111795, 055807,   34.5,   0.10,
0680200617, 111795, 055708,   44.3,   0.10,
0680200616, 111795, 055605,   60.9,   0.14,
0680200615, 111795, 055436,   74.5,   0.18,
0680200614, 111795, 055324,   85.5,   0.17,
0680200613, 111795, 055211,   94.1,   0.21,
0680200612, 111795, 055109,  104.3,   0.17,
0680200611, 111795, 054958,  114.3,   0.11,
0680200610, 111795, 054836,  125.0,   0.07,
0680200609, 111795, 054726,  134.5,   0.04,
0680200608, 111795, 054621,  149.9,   0.02,
0680200607, 111795, 054525,  160.3,   0.02,
0680200606, 111795, 054428,  175.1,   0.01,
0680200724, 111795, 090449,    2.8,   0.09,
0680200721, 111795, 090204,   19.4,   0.10,
0680200719, 111795, 085956,   39.3,   0.09,
0680200717, 111795, 085738,   59.6,   0.09,
0680200713, 111795, 085209,   99.2,   0.21,
0680200711, 111795, 084912,  121.2,   0.14,
0680200710, 111795, 084733,  149.9,   0.04,
0680200709, 111795, 084611,  174.4,   0.02,
0680201015, 111795, 175330,    4.6,   0.12,
0680201014, 111795, 175214,   24.3,   0.11,
0680201013, 111795, 175114,   45.1,   0.11,
0680201012, 111795, 174936,   74.5,   0.19,
0680201008, 111795, 174632,   99.1,   0.18,
0680201007, 111795, 174523,  124.1,   0.07,
0680201006, 111795, 174344,  149.1,   0.02,
0680201005, 111795, 174202,  175.5,   0.01,
0680201223, 111795, 235948,    4.8,   0.09,
0680201219, 111795, 235702,   24.5,   0.10,
0680201215, 111795, 235402,   44.0,   0.11,
0680201211, 111795, 235041,   74.0,   0.19,
0680201208, 111795, 234716,  104.2,   0.13,
0680201206, 111795, 234508,  124.0,   0.08,
0680201205, 111795, 234349,  150.1,   0.03,
0680201204, 111795, 234235,  174.7,   0.01,
0680201312, 111895, 025135,    3.9,   0.10,
0680201310, 111895, 024942,   25.4,   0.09,
0680201309, 111895, 024802,   44.9,   0.10,
0680201308, 111895, 024648,   74.0,   0.21,
0680201307, 111895, 024523,   99.2,   0.21,
0680201306, 111895, 024347,  124.3,   0.08,
0680201305, 111895, 024224,  149.7,   0.03,
0680201304, 111895, 024054,  175.1,   0.01,
0680201515, 111895, 090916,    4.0,   0.09,
0680201514, 111895, 090800,   23.6,   0.09,
0680201513, 111895, 090637,   45.7,   0.09,
0680201512, 111895, 090452,   74.3,   0.19,
0680201511, 111895, 090314,   89.4,   0.22,
0680201510, 111895, 090212,  100.0,   0.20,
0680201509, 111895, 090101,  109.3,   0.14,
0680201508, 111895, 085933,  124.2,   0.08,
0680201507, 111895, 085806,  150.7,   0.04,
0680201506, 111895, 085618,  174.2,   0.01,
0680201624, 111895, 161033,    4.5,   0.09,
0680201623, 111895, 160853,   23.9,   0.10,
0680201622, 111895, 160738,   44.6,   0.10,
0680201621, 111895, 160543,   75.7,   0.18,
0680201619, 111895, 160407,   99.3,   0.23,
0680201617, 111895, 160125,  125.6,   0.08,
0680201616, 111895, 155959,  149.7,   0.04,
0680210008, 111795, -00009,    5.0,   0.09,
0680210007, 111795, -00009,   25.0,   0.09,
0680210006, 111795, -00009,   45.0,   0.10,
0680210005, 111795, -00009,   75.0,   0.17,
0680210004, 111795, -00009,  100.0,   0.22,
0680210003, 111795, -00009,  125.0,   0.06,
0680210002, 111795, -00009,  150.0,   0.02,
0690200721, 011796, 075754,    4.6,   0.07,
0690200720, 011796, 075656,   14.5,   0.07,
0690200718, 011796, 075546,   24.9,   0.07,
0690200717, 011796, 075452,   34.8,   0.07,
0690200716, 011796, 075348,   44.8,   0.09,
0690200715, 011796, 075242,   59.6,   0.10,
0690200714, 011796, 075136,   74.6,   0.13,
0690200713, 011796, 075032,   84.3,   0.17,
0690200712, 011796, 074934,   94.4,   0.16,
0690200711, 011796, 074834,  104.4,   0.25,
0690200710, 011796, 074734,  114.4,   0.17,
0690200709, 011796, 074628,  124.8,   0.08,
0690200708, 011796, 074520,  134.9,   0.06,
0690200707, 011796, 074412,  149.5,   0.04,
0690200706, 011796, 074312,  160.0,   0.03,
0690200705, 011796, 074208,  174.4,   0.02,
0690201514, 011896, 075558,    5.3,   0.06,
0690201512, 011896, 075324,   44.2,   0.05,
0690201511, 011896, 075218,   59.9,   0.10,
0690201510, 011896, 075100,   73.6,   0.13,
0690201509, 011896, 075006,   84.1,   0.16,
0690201507, 011896, 074746,  114.6,   0.13,
0690201506, 011896, 074648,  123.8,   0.07,
0690201505, 011896, 074546,  134.1,   0.03,
0690201504, 011896, 074444,  148.1,   0.02,
0690201503, 011896, 074304,  174.3,   0.01,
0690210008, 011796, -00009,    5.0,   0.06,
0690210007, 011796, -00009,   25.0,   0.07,
0690210006, 011796, -00009,   45.0,   0.06,
0690210005, 011796, -00009,   75.0,   0.12,
0690210004, 011796, -00009,  100.0,   0.15,
0690210003, 011796, -00009,  125.0,   0.05,
0690210002, 011796, -00009,  150.0,   0.03,
0700200622, 032796, 080100,    4.8,   0.05,
0700200620, 032796, 075952,   13.1,   0.04,
0700200618, 032796, 075824,   24.4,   0.05,
0700200617, 032796, 075726,   34.0,   0.04,
0700200616, 032796, 075626,   44.3,   0.06,
0700200615, 032796, 075518,   58.8,   0.07,
0700200614, 032796, 075412,   72.8,   0.08,
0700200613, 032796, 075314,   84.4,   0.09,
0700200612, 032796, 075216,   95.2,   0.09,
0700200611, 032796, 075112,  104.6,   0.11,
0700200610, 032796, 075008,  114.7,   0.19,
0700200609, 032796, 074912,  123.7,   0.18,
0700200608, 032796, 074824,  134.0,   0.13,
0700200607, 032796, 074724,  148.7,   0.06,
0700200606, 032796, 074630,  159.1,   0.04,
0700200605, 032796, 074532,  173.0,   0.02,
0700200603, 032796, 074340,  199.6,   0.01,
0700201114, 032796, 230010,  100.5,   0.13,
0700201111, 032796, 225604,  150.5,   0.02,
0700201412, 032896, 075139,    5.0,   0.04,
0700201411, 032896, 075027,   24.7,   0.04,
0700201410, 032896, 074911,   44.8,   0.04,
0700201408, 032896, 074659,   73.6,   0.07,
0700201407, 032896, 074537,   98.6,   0.07,
0700201406, 032896, 074431,  115.0,   0.14,
0700201405, 032896, 074331,  124.8,   0.19,
0700201404, 032896, 074221,  149.2,   0.08,
0700201403, 032896, 074027,  174.5,   0.01,
0700210008, 032796, -00009,    5.0,   0.05,
0700210007, 032796, -00009,   25.0,   0.06,
0700210006, 032796, -00009,   45.0,   0.05,
0700210005, 032796, -00009,   75.0,   0.09,
0700210004, 032796, -00009,  100.0,   0.09,
0700210003, 032796, -00009,  125.0,   0.14,
0700210002, 032796, -00009,  150.0,   0.03,
0700210001, 032796, -00009,  175.0,   0.04,
0710200624, 042496, 070429,    2.2,   0.04,
0710200622, 042496, 070331,    4.6,   0.04,
0710200621, 042496, 070207,   14.9,   0.04,
0710200619, 042496, 070105,   23.6,   0.04,
0710200618, 042496, 065939,   34.3,   0.04,
0710200617, 042496, 065833,   44.1,   0.05,
0710200616, 042496, 065725,   59.0,   0.06,
0710200615, 042496, 065613,   74.1,   0.08,
0710200614, 042496, 065503,   84.4,   0.12,
0710200613, 042496, 065353,   94.2,   0.14,
0710200612, 042496, 065247,  104.1,   0.21,
